identificador,CCID,Data / Entrega,Requisição,Cliente,Local de Entrega,Modelo,SLA de Inserção,SLA de Viagem,SLA de retirada,SLA / Envio ao Brasil,SLA da Operação,Data / Inserção,Data / Chegada no Destino,Data / Retirada,Data / Envio ao Brasil,Data / Brasil,BL,Container,Status / Operação,Reposição,Observação,latitude,longitude
510515,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510525,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510528,,2024-08-28,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,61,,,,2024-08-28,2024-10-28,,,,,,No destino,Fora do Prazo,,,
510529,,2024-08-15,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,43,26,,,2024-08-15,2024-09-27,2024-10-23,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510539,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510545,,2024-11-11,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,59,1,14.0,,2024-11-11,2025-01-09,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
510548,,2024-04-20,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,,,,,2024-04-20,,,,,,,Em viagem,Fora do Prazo,,,
510551,,2024-11-11,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-11-11,,,,,,,Em viagem,Fora do Prazo,,,
510557,,2024-11-08,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-08,,,,,,,Em viagem,Fora do Prazo,,,
510561,,2024-10-31,,Nkg,Varginha/MG,Tetis Dry,0.0,46,2,,,2024-10-31,2024-12-16,2024-12-18,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510562,,2024-10-29,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,41,0,,,2024-10-29,2024-12-09,2024-12-09,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510566,,2024-08-24,,Nkg,Varginha/MG,Tetis Dry,0.0,54,0,,,2024-08-24,2024-10-17,2024-10-17,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510567,,2024-09-17,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-17,,,,,,,Em viagem,Fora do Prazo,,,
510568,,2024-10-15,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,67,2,,,2024-10-15,2024-12-21,2024-12-23,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510571,,2024-08-26,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,74,0,,,2024-08-26,2024-11-08,2024-11-08,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510574,,2024-09-23,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-23,,,,,,,Em viagem,Fora do Prazo,,,
510581,,2024-10-14,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,65,45644,37.0,,2024-10-14,2024-12-18,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
510581,,2024-06-27,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,106,-274,,,2024-06-27,2024-10-11,2024-01-11,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510585,,2024-06-27,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,91,18,,,2024-06-27,2024-09-26,2024-10-14,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510587,,2024-08-30,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,,,
510591,,2024-11-08,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-11-08,,,,,,,Em viagem,Fora do Prazo,,,
510596,,2024-10-21,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-21,,,,,,,Em viagem,Fora do Prazo,,,
510597,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510601,,2024-08-19,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,102,0,,,2024-08-19,2024-11-29,2024-11-29,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510602,,2024-11-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-18,,,,,,,Em viagem,Dentro do Prazo,,,
510603,,2024-11-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-18,,,,,,,Em viagem,Dentro do Prazo,,,
510609,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510611,,2024-08-22,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-08-22,,,,,,,Em viagem,Fora do Prazo,,,
510615,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510617,,2024-08-21,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,63,30,12.0,135.0,2024-08-21,2024-10-23,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
510619,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510622,,2024-09-24,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-24,,,,,,,Em viagem,Fora do Prazo,,,
510632,,2024-11-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-18,,,,,,,Em viagem,Dentro do Prazo,,,
510637,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510642,,2024-09-24,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-24,,,,,,,Em viagem,Fora do Prazo,,,
510644,,2024-11-11,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-11,,,,,,,Em viagem,Fora do Prazo,,,
510646,,2024-08-27,,Nkg,Varginha/MG,Tetis Dry,0.0,79,1,,,2024-08-27,2024-11-14,2024-11-15,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510648,,2024-10-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-18,,,,,,,Em viagem,Fora do Prazo,,,
510650,,2024-08-19,,Nkg,Varginha/MG,Tetis Dry,0.0,56,37,8.0,123.0,2024-08-19,2024-10-14,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510660,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510662,,2024-11-14,,Volcafe,Varginha/MG,Tetis Dry,0.0,55,2,14.0,,2024-11-14,2025-01-08,2025-01-10,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
510663,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510664,,2024-11-14,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
510666,,2024-11-19,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510670,,2024-08-14,,Nkg,Varginha/MG,Tetis Dry,0.0,113,0,,,2024-08-14,2024-12-05,2024-12-05,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510671,,2024-10-30,,Nkg,Varginha/MG,Tetis Dry,0.0,48,1,37.0,,2024-10-30,2024-12-17,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
510673,,2024-11-19,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510676,,2024-10-29,,Nkg,Varginha/MG,Tetis Dry,0.0,48,3,,,2024-10-29,2024-12-16,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510680,,2024-10-02,,Nkg,Varginha/MG,Tetis Dry,0.0,75,0,,,2024-10-02,2024-12-16,2024-12-16,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510688,,2024-08-19,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,2,,,,2024-08-19,2024-08-21,,,,,,No destino,Fora do Prazo,,,
510693,,2024-11-14,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
510694,,2024-10-14,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,65,0,37.0,,2024-10-14,2024-12-18,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
510699,,2024-08-27,,Nkg,Varginha/MG,Tetis Dry,0.0,70,0,,,2024-08-27,2024-11-05,2024-11-05,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510706,,2024-08-28,,Nkg,Varginha/MG,Tetis Dry,0.0,69,0,,,2024-08-28,2024-11-05,2024-11-05,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510709,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510710,,2024-11-19,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510712,,2024-10-19,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-19,,,,,,,Em viagem,Fora do Prazo,,,
510719,,2024-12-05,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-05,,,,,,,Em viagem,Dentro do Prazo,,,
510726,,2024-10-28,,Nkg,Varginha/MG,Tetis Dry,0.0,49,3,,,2024-10-28,2024-12-16,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510734,,2024-05-31,,Nkg,Varginha/MG,Tetis Dry,0.0,105,68,8.0,203.0,2024-05-31,2024-09-13,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
510740,,2024-10-29,,Nkg,Varginha/MG,Tetis Dry,0.0,48,3,,,2024-10-29,2024-12-16,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510745,,2024-11-18,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,1.0,,,,,2024-11-19,,,,,,,Em viagem,Dentro do Prazo,,,
510747,,2024-11-08,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-08,,,,,,,Em viagem,Fora do Prazo,,,
510750,,2024-11-13,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-13,,,,,,,Em viagem,Fora do Prazo,,,
510751,,2024-08-27,,Nkg,Varginha/MG,Tetis Dry,0.0,80,0,,,2024-08-27,2024-11-15,2024-11-15,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510758,,2024-11-14,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
510759,,2024-08-22,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,58,,,,2024-08-22,2024-10-19,,,,,,No destino,Fora do Prazo,,,
510760,,,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,,,
510775,,2024-10-28,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,45,3,,,2024-10-28,2024-12-12,2024-12-15,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
510778,,2024-11-20,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-20,,,,,,,Em viagem,Dentro do Prazo,,,
510778,,2024-07-30,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,51,0,,,2024-07-30,2024-09-19,2024-09-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517305,,2024-12-03,,Expocaccer,Patrocinio/MG,Tetis Dry,0.0,,,,,2024-12-03,,,,,,,Em viagem,Dentro do Prazo,,,
517403,,2024-10-01,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-01,,,,,,,Em viagem,Fora do Prazo,,,
517421,,2024-09-18,,Expocaccer,Patrocinio/MG,Tetis Dry,1.0,81,0,,,2024-09-19,2024-12-09,2024-12-09,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517422,,2024-12-03,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-12-03,,,,,,,Em viagem,Dentro do Prazo,,,
517440,,2024-12-03,,Nkg,Varginha/MG,Tetis Dry,6.0,,,,,2024-12-09,,,,,,,Em viagem,Dentro do Prazo,,,
517473,,2024-04-07,,Nkg,Varginha/MG,Tetis Dry,0.0,115,0,,,2024-04-07,2024-07-31,2024-07-31,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517474,,2024-10-03,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-03,,,,,,,Em viagem,Fora do Prazo,,,
517485,,2024-10-25,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,2024-10-25,,,,,,,Em viagem,Fora do Prazo,,,
517498,,2024-10-05,,Nkg,Varginha/MG,Tetis Dry,0.0,45,3,,,2024-10-05,2024-11-19,2024-11-22,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517499,,2024-06-06,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,91,76,8.0,197.0,2024-06-06,2024-09-05,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
517503,,2024-10-24,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-24,,,,,,,Em viagem,Fora do Prazo,,,
517508,,2024-06-06,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,53,114,8.0,197.0,2024-06-06,2024-07-29,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
517518,,2024-11-01,,Nkg,Varginha/MG,Tetis Dry,0.0,42,4,38.0,,2024-11-01,2024-12-13,2024-12-17,2025-01-24,,MAEU245893088,TRHU3359098,Em reversa para o Brasil,Fora do Prazo,,,
517546,,2024-11-12,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,37,1,,,2024-11-12,2024-12-19,2024-12-20,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517547,,2024-10-21,,Nkg,Varginha/MG,Tetis Dry,0.0,51,0,,,2024-10-21,2024-12-11,2024-12-11,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517565,,2024-10-31,,Nkg,Varginha/MG,Tetis Dry,0.0,56,0,,,2024-10-31,2024-12-26,2024-12-26,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517575,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,49,1,16.0,,2024-11-19,2025-01-07,2025-01-08,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
517604,,2024-12-03,,Nkg,Varginha/MG,Tetis Dry,44.0,,,,,2025-01-16,,,,,,,Em viagem,Dentro do Prazo,,,
517605,,2024-10-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-18,,,,,,,Em viagem,Fora do Prazo,,,
517662,,2024-10-29,,Nkg,Varginha/MG,Tetis Dry,0.0,48,3,,,2024-10-29,2024-12-16,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517663,,2024-09-02,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-02,,,,,,,Em viagem,Fora do Prazo,,,
517667,,2024-11-11,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-11,,,,,,,Em viagem,Fora do Prazo,,,
517672,,2024-10-29,,Nkg,Varginha/MG,Tetis Dry,0.0,51,0,,,2024-10-29,2024-12-19,2024-12-19,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517677,,2024-10-29,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,41,8,,,2024-10-29,2024-12-09,2024-12-17,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
517693,,2024-12-03,,Nkg,Varginha/MG,Tetis Dry,6.0,,,,,2024-12-09,,,,,,,Em viagem,Dentro do Prazo,,,
786302,,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
510237,,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
791470,,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
786308,,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
786755,,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
786463,,,,Golden,Santo André/SP,Tetis Dry,,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Danificado,,
764452,,,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,Eq. Sem histórico,,
769026,,2024-09-27,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,53,3,12.0,98.0,2024-09-27,2024-11-19,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
769298,,2024-09-23,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-09-23,,,,,,,Em viagem,Fora do Prazo,,,
769437,,2024-11-25,,Volcafe,Varginha/MG,Tetis Dry,28.0,,,,,2024-12-23,,,,,,,Em viagem,Dentro do Prazo,,,
769441,,2024-11-13,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-13,,,,,,,Em viagem,Fora do Prazo,,,
769452,,2024-09-16,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,60,0,,,2024-09-16,2024-11-15,2024-11-15,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
769454,,2024-11-25,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Dentro do Prazo,,,
769458,,2024-12-03,,Cooxupe,Guaxupe/SP,Tetis Dry,1.0,,,,,2024-12-04,,,,,,,Em viagem,Dentro do Prazo,,,
769459,,2024-07-24,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-07-24,,,,,,,Em viagem,Fora do Prazo,,,
769460,,2024-10-20,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-20,,,,,,,Em viagem,Fora do Prazo,,,
769464,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-08-30,,,,,,,Em viagem,Fora do Prazo,,,
769485,,2024-11-12,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,37,1,,,2024-11-12,2024-12-19,2024-12-20,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
769683,,2024-06-15,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,77,,,,2024-06-15,2024-08-31,,,,,,No destino,Fora do Prazo,,,
769686,,2024-11-03,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,,,
769691,,2024-11-07,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-07,,,,,,,Em viagem,Fora do Prazo,,,
769895,,2024-11-14,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-14,,,,,,,Em viagem,Fora do Prazo,,,
769896,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,79,,,,2024-08-30,2024-11-17,,,,,,No destino,Fora do Prazo,,,
769900,,,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Extraviado,Fora do Prazo,,,
769925,,2024-10-25,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,45,0,,,2024-10-25,2024-12-09,2024-12-09,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
769993,,2024-11-25,,Cooxupe,Guaxupe/SP,Tetis Dry,15.0,,,,,2024-12-10,,,,,,,Em viagem,Dentro do Prazo,,,
770000,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,49,1,16.0,,2024-11-19,2025-01-07,2025-01-08,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
770002,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,76,0,,,2024-08-30,2024-11-14,2024-11-14,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
770004,,2024-09-23,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-09-23,,,,,,,Em viagem,Fora do Prazo,,,
770007,,2024-08-28,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,51,35,12.0,128.0,2024-08-28,2024-10-18,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
770015,,2024-05-28,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,80,98,12.0,220.0,2024-05-28,2024-08-16,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
770022,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,,,,,2024-08-30,,,,,,,Em viagem,Fora do Prazo,,,
770033,,2024-10-09,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,36,6,8.0,72.0,2024-10-09,2024-11-14,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
770034,,2024-07-30,,Nkg,Varginha/MG,Tetis Dry,0.0,133,0,,,2024-07-30,2024-12-10,2024-12-10,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
770037,,2024-11-12,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,24,25,,,2024-11-12,2024-12-06,2024-12-31,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
770046,,2024-10-18,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-10-18,,,,,,,Em viagem,Fora do Prazo,,,
770047,,2024-10-10,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-10-10,,,,,,,Em viagem,Fora do Prazo,,,
770059,,2024-06-17,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,42,114,8.0,186.0,2024-06-17,2024-07-29,2024-11-20,2024-11-28,2024-12-20,,,Reversa finalizada,Fora do Prazo,,,
770060,,2024-08-26,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,57,31,12.0,130.0,2024-08-26,2024-10-22,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
786152,,2024-11-13,,Nkg,Varginha/MG,Tetis Dry,0.0,56,1,,,2024-11-13,2025-01-08,2025-01-09,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786153,,2024-08-30,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,53,0,,,2024-08-30,2024-10-22,2024-10-22,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786154,,2024-10-03,,Nkg,Varginha/MG,Tetis Dry,0.0,65,0,,,2024-10-03,2024-12-07,2024-12-07,,,MEDUFX144704,MSMU2311862,"Retirado, Ag. Envio",Fora do Prazo,,,
786155,,2024-10-10,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-10-10,,,,,,,Em viagem,Fora do Prazo,,,
786156,,2024-07-22,,Nkg,Varginha/MG,Tetis Dry,0.0,84,,,,2024-07-22,2024-10-14,,,,,,No destino,Fora do Prazo,,,
786157,,2024-11-13,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-13,,,,,,,Em viagem,Fora do Prazo,,,
786158,,2024-10-14,,CarmoCoffee,Tres Coraçoes/MG,Tetis Dry,0.0,65,0,37.0,,2024-10-14,2024-12-18,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Fora do Prazo,,,
786159,,2024-10-29,,VelosoCoffee,Carmo do Paranaiba/MG,Tetis Dry,0.0,41,1,,,2024-10-29,2024-12-09,2024-12-10,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786160,,2024-06-04,,Nkg,Varginha/MG,Tetis Dry,0.0,72,99,12.0,213.0,2024-06-04,2024-08-15,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
786161,,2024-06-19,,Nkg,Varginha/MG,Tetis Dry,0.0,57,99,12.0,198.0,2024-06-19,2024-08-15,2024-11-22,2024-12-04,2025-01-03,,,Reversa finalizada,Fora do Prazo,,,
786162,,2024-08-30,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,97,0,,,2024-08-30,2024-12-05,2024-12-05,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786163,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,0.0,49,2,15.0,,2024-11-19,2025-01-07,2025-01-09,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
786164,,2024-11-13,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,,,,,2024-11-13,,,,,,,Em viagem,Fora do Prazo,,,
786166,,2024-09-26,,BourbonCoffe,Poços de Caldas/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,,,
786167,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,1.0,27,1,37.0,,2024-11-20,2024-12-17,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
786168,,2024-07-03,,VelosoGreen,Carmo do Paranaiba/MG,Tetis Dry,0.0,86,0,,,2024-07-03,2024-09-27,2024-09-27,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786169,,2024-05-20,,Nkg,Varginha/MG,Tetis Dry,0.0,215,2,,,2024-05-20,2024-12-21,2024-12-23,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786170,,2024-11-19,,Nkg,Varginha/MG,Tetis Dry,1.0,27,1,37.0,,2024-11-20,2024-12-17,2024-12-18,2025-01-24,,,,Em reversa para o Brasil,Dentro do Prazo,,,
786172,,2024-12-03,,Cooxupe,Guaxupe/SP,Tetis Dry,1.0,,,,,2024-12-04,,,,,,,Em viagem,Dentro do Prazo,,,
786173,,2024-05-29,,Cooxupe,Guaxupe/SP,Tetis Dry,0.0,33,23,,,2024-05-29,2024-07-01,2024-07-24,,,,,"Retirado, Ag. Envio",Fora do Prazo,,,
786174,,2024-11-11,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-11-11,,,,,,,Em viagem,Fora do Prazo,,,
786176,,2024-08-09,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,2024-08-09,,,,,,,Em viagem,Fora do Prazo,,,
786177,,2024-07-15,,Nkg,Varginha/MG,Tetis Dry,0.0,,,,,,,,,,,,Estoque Cliente,Fora do Prazo,,,
